Number,Date,City,Type of Land,Block,Land ID,Area ( m2),Price ( kd),Lat / Long,1- Street ( Y / N),  Back and Front Streets? (0/1),Corner (0/1),Island (0/1),Alley (0/1),Next to Electricity Generator (0/1),Next to a yard (0/1),width,length,Front Yard Area (m2),back Yard Area (m2),Right Yard,Left Yard,Sea Side,Built (0/1),No. Floors,Basement (0/1),Year Built,Restoration Date,ruinous,Rented,Number Of Unit,Income,Additional information
576,2022/02/20,Sabah Al Ahmed Al Bahreya,Residential,A5,4578,525,200000,"28.622588, 48.350296",0,1,0,0,0,0,0,F/15-B/17.66,32.14,10,15,0,0,0,0,0,0,0,0,0,0,0,,
577,2022/02/22,Sabah Al Ahmed Al Bahreya,Residential,A5,4571,480,205000,"28.621573, 48.350168",0,1,0,0,0,0,0,F/15-B/17.45,29.58,10,15,0,0,0,0,0,0,0,0,0,0,0,,
578,2022/02/23,Sabah Al Ahmed Al Bahreya,Residential,A1,247,1848,420000,"28.661470, 48.367824",0,1,0,0,0,0,0,F/16-B/33,76.96,6,10,0,0,1,0,0,0,0,0,0,0,0,,
579,2022/02/23,Sabah Al Ahmed Al Bahreya,Residential,A2,715,771,365000,"28.685071, 48.366338",0,1,0,0,0,0,0,F/16-B/25.45,39.40,6,12,0,0,0,1,2,0,2012,0,0,0,0,,
580,2022/02/24,Sabah Al Ahmed Al Bahreya,Residential,A5,4901,492,197000,"28.618012, 48.341572",0,1,0,0,0,0,0,F/15.38-B/17.69,29.67,8,10,0,0,0,0,0,0,0,0,0,0,0,,
581,2022/03/07,Sabah Al Ahmed Al Bahreya,Residential,A5,4572,480,205000,"28.621573, 48.350168",0,1,0,0,0,0,0,F/15-B/17.45,29.58,10,15,0,0,0,0,0,0,0,0,0,0,0,,
582,2022/03/09,Sabah Al Ahmed Al Bahreya,Residential,A1,917,714,220000,"28.653919, 48.365751",0,1,0,0,0,0,0,16,44.62,6,7,0,0,0,0,0,0,0,0,0,0,0,,
583,2022/03/10,Sabah Al Ahmed Al Bahreya,Residential,A5,2785,450,292000,"28.617482, 48.361885",0,1,0,0,0,0,0,15,30,8,15,0,0,1,0,0,0,0,0,0,0,0,,
584,2022/03/23,Sabah Al Ahmed Al Bahreya,Residential,A5,4552,486,205000,"28.618278, 48.351391",0,1,0,0,0,0,0,F/15.19-B/17.67,29.58,10,20,0,0,0,0,0,0,0,0,0,0,0,,
585,2022/03/28,Sabah Al Ahmed Al Bahreya,Residential,A5,4551,486,205000,"28.618278, 48.351391",0,1,0,0,0,0,0,F/15.19-B/17.67,29.58,10,20,0,0,0,0,0,0,0,0,0,0,0,,
586,2022/03/30,Sabah Al Ahmed Al Bahreya,Residential,A5,4550,486,205000,"28.618278, 48.351391",0,1,0,0,0,0,0,F/15.19-B/17.67,29.58,10,20,0,0,0,0,0,0,0,0,0,0,0,,
587,2022/04/09,Sabah Al Ahmed Al Bahreya,Residential,A4,2033,526,600000,"28.646842, 48.341331",0,1,0,0,0,0,0,17.12,30.72,7,15,0,0,0,1,2,0,2021,0,0,0,2033,,
588,2022/04/17,Sabah Al Ahmed Al Bahreya,Residential,A5,3638,474,315000,"28.620452, 48.348646",0,1,0,0,0,0,0,F/15.395-B/19.75,27.54,10,10,0,0,0,0,0,0,0,0,0,0,0,,
589,2022/04/25,Sabah Al Ahmed Al Bahreya,Residential,A5,3349,450,288000,"28.617776, 48.355012",0,1,0,0,0,0,0,15,30,14,10,0,0,1,0,0,0,0,0,0,0,0,,
590,2022/04/26,Sabah Al Ahmed Al Bahreya,Residential,A5,4531,488,223000,"28.614823, 48.353004",0,1,0,0,0,0,0,F/15.23-B/17.78,29.58,10,25,0,0,0,0,0,0,0,0,0,0,0,,
591,2022/04/28,Rumaithiya,Residential,11,129,1000,830000,"29.316347, 48.061826",1,0,0,0,1,0,1,,,4,0,7,0,0,1,2,0,0,0,0,0,19,,
592,2022/05/06,Sabah Al Ahmed Al Bahreya,Residential,A4,2007,510,605000,J8XQ+57، الخيران,0,1,0,0,0,0,0,F/15.69-B/18.65,29.65,9,20,0,0,1,1,3,0,2021,0,0,0,2007,,
593,2022/05/06,Sabah Al Ahmed Al Bahreya,Residential,A1,35,1406,440000,"28.644165, 48.373239",0,1,0,0,0,0,0,F/14-B/23.21,50,7,20,0,0,1,0,0,0,0,0,0,0,0,,
594,2022/05/08,Sabah Al Ahmed Al Bahreya,Residential,A2,863,700,420000,"28.672670, 48.366468",0,1,0,0,0,0,0,F/17-B/19.84,33,7,20,0,0,0,1,2,0,2021,0,0,0,0,,
595,2022/05/10,Sabah Al Ahmed Al Bahreya,Residential,A5,4826,480,220000,"28.608196, 48.345195",0,0,1,0,0,0,0,F/15-B/17.45,29.58,11,10,15,0,0,0,0,0,0,0,0,0,0,,
596,2022/05/10,Sabah Al -Salem,Residential,9 ب,36,300,290000,"29.249539, 48.057939",1,0,0,0,1,0,0,12,25,5,0,5,0,0,1,1,0,2000,0,0,0,0,,
597,2022/05/12,Sabah Al Ahmed Al Bahreya,Residential,A5,4566,481,205000,"28.620781, 48.350425",0,1,0,0,0,0,0,F/15-B/17.52,29.54,11,15,0,0,0,0,0,0,0,0,0,0,0,,
598,2022/05/16,Sabah Al Ahmed Al Bahreya,Residential,A5,2767,610,335000,"28.619510, 48.364097",0,1,0,0,0,0,0,F/15.01-B/19.616,35.23,10,14,0,0,1,0,0,0,0,0,0,0,0,,
599,2022/05/16,SALWA,Residential,6,172,750,780000,"29.298392, 48.069512",1,0,0,0,0,0,0,25,30,3,0,0,0,0,1,3,1,2015,0,0,1,16,5030,
600,2022/05/17,Sabah Al Ahmed Al Bahreya,Residential,A5,2879,450,290000,"28.611912, 48.364627",0,1,0,0,0,0,0,15,30,9,9,0,0,1,0,0,0,0,0,0,0,0,,
601,2022/05/18,Sabah Al Ahmed Al Bahreya,Residential,A5,3639,474,295000,"28.620395, 48.348788",0,1,0,0,0,0,0,F/15.395-B/19.75,27.54,10,10,0,0,0,0,0,0,0,0,0,0,0,,
602,2022/05/24,EGAILA,Residential,3,499,465.5,425000,"29.161962, 48.108375",1,0,0,0,0,0,0,18.62,25,4,0,0,0,0,1,2,0,2007,0,0,0,35,,
603,2022/05/29,MAHBOULA,investment lands,1,221,110.05,100000,,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,
604,2022/05/30,Sabah Al Ahmed Al Bahreya,Residential,A5,3314,465,290000,"28.617292, 48.355770",0,1,0,0,0,0,0,15.24,30.96,8,11,0,0,1,0,0,0,0,0,0,0,0,,
605,2022/06/02,Fnaitees,Residential,3,511,375,550000,"29.219628, 48.098395",1,0,0,0,0,0,0,15,25,4,0,0,0,0,1,3,0,2016,0,0,1,17,2650,
606,2022/06/04,Sabah Al Ahmed Al Bahreya,Residential,A5,3989,497,310000,"28.610236, 48.343883",0,1,0,0,0,1,0,F/19.35-B/15.52,28.55,9,15,0,0,1,0,0,0,0,0,0,0,0,,
607,2022/06/05,Sabah Al Ahmed Al Bahreya,Residential,A5,4380,493,350000,"28.640130, 48.382737",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
608,2022/06/08,Fnaitees,Residential,3,510,375,564500,"29.219628, 48.098395",1,0,0,0,0,0,0,15,25,4,0,0,0,0,1,3,0,2016,0,0,1,17,2650,
609,2022/06/11,Sabah Al -Salem,Residential,10,119,417.90,540000,"29.252397, 48.048893",0,1,0,0,0,0,0,14,29.85,3,5,0,0,0,1,3,0,2000,2020,0,0,33,,
610,2022/06/16,Sabah Al Ahmed Al Bahreya,Residential,A5,4565,481,205000,"28.620725, 48.350528",0,1,0,0,0,0,0,F/15-B/17.52,29.54,11,15,0,0,0,0,0,0,0,0,0,0,0,,
611,2022/06/26,Sabah Al Ahmed Al Bahreya,Residential,A5,2616,500,290000,"28.627468, 48.360968",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
612,2022/06/27,Abu Ftaira,Residential,2,79,400,380000,"29.198268, 48.095165",1,0,0,0,0,0,0,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,,
613,2022/07/17,Sabah Al Ahmed Al Bahreya,Residential,A1,857,443,205000,"28.647833, 48.367050",0,0,0,1,0,0,0,27.68,16,10,0,0,0,0,0,0,0,0,0,0,0,0,,
614,2022/07/17,Sabah Al Ahmed Al Bahreya,Residential,A5,2616,500,305000,"28.627468, 48.360968",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
615,2022/07/18,Sabah Al Ahmed Al Bahreya,Residential,A5,2617,500,305000,"28.627468, 48.360968",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
616,2022/07/23,Sabah Al Ahmed Al Bahreya,Residential,A1,879,800,230000,"28.652204, 48.366159",0,1,0,0,0,0,0,16,50,17,20,0,0,0,0,0,0,0,0,0,0,0,,
617,2022/07/24,Sabah Al Ahmed Al Bahreya,Residential,A5,2614,500,305000,"28.627690, 48.361076",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
618,2022/07/25,Sabah Al Ahmed Al Bahreya,Residential,A5,2613,500,305000,"28.627896, 48.361133",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
619,2022/07/27,Sabah Al Ahmed Al Bahreya,Residential,A5,2612,500,305000,"28.628031, 48.361173",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
620,2022/07/28,Sabah Al Ahmed Al Bahreya,Residential,A5,3100,460,310000,"28.608902, 48.360081",0,1,0,0,0,0,0,15,30,9,9,0,0,1,0,0,0,0,0,0,0,0,,
621,2022/08/01,Sabah Al Ahmed Al Bahreya,Residential,A5,3099,460,300000,"28.608902, 48.360081",0,1,0,0,0,0,0,15,30,9,9,0,0,1,0,0,0,0,0,0,0,0,,
622,2022/08/08,Sabah Al Ahmed Al Bahreya,Residential,A5,2615,500,310000,"28.627690, 48.361076",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
623,2022/08/08,Sabah Al Ahmed Al Bahreya,Residential,A5,4376,493,330000,"28.640281, 48.383328",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
624,2022/08/25,Sabah Al Ahmed Al Bahreya,Residential,A5,4548,486,205000,"28.617805, 48.351805",0,1,0,0,0,0,0,F/15.19-B/17.67,29.58,11,20,0,0,0,0,0,0,0,0,0,0,0,,
625,2022/08/29,Sabah Al Ahmed Al Bahreya,Residential,A5,2611,500,300000,"28.628031, 48.361173",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
626,2022/09/08,Sabah Al Ahmed Al Bahreya,Residential,A5,2586,525,305000,"28.628613, 48.358017",0,1,0,0,0,0,0,15.42,34.05,9,15,0,0,1,0,0,0,0,0,0,0,0,,
627,2022/09/14,Abu Ftaira,Residential,1,216,400,590000,"29.207052, 48.095566",1,0,0,0,0,0,0,16,25,7,0,0,0,0,1,3,0,2017,0,0,1,12,2555,
628,2022/09/18,Sabah Al Ahmed Al Bahreya,Residential,A5,3981,478,300000,"28.609103, 48.344480",0,1,0,0,0,0,0,F/18.52-B/15.02,27.50,10,14,0,0,1,0,0,0,0,0,0,0,0,,
629,2022/09/19,Mishrif,Residential,5,236,750,985000,"29.268127, 48.068581",1,0,0,0,0,0,0,25,30,4,0,0,0,0,1,2,0,2009,0,0,0,21,,
630,2022/09/24,Sabah Al Ahmed Al Bahreya,Residential,A5,2880,450,290000,"28.611829, 48.364425",0,1,0,0,0,0,0,15,30,10,10,0,0,0,0,0,0,0,0,0,0,0,,
631,2022/09/25,Sabah Al Ahmed Al Bahreya,Residential,A5,2692,550,370000,"28.622555, 48.359567",0,1,0,0,0,0,0,F/17.99-B/36.25,18.15,9,12,0,0,1,0,0,0,0,0,0,0,0,,
632,2022/09/25,Sabah Al Ahmed Al Bahreya,Residential,A5,2691,550,370000,"28.622555, 48.359567",0,1,0,0,1,0,0,F/15.729-B/31.43,22.30,9,12,0,0,1,0,0,0,0,0,0,0,0,,
633,2022/10/03,Sabah Al Ahmed Al Bahreya,Residential,A5,3254,544,355000,"28.615071, 48.358854",0,1,0,0,0,0,0,F/26.12-B/20.98,22.75,10,10,0,0,1,0,0,0,0,0,0,0,0,,
634,2022/10/04,Sabah Al Ahmed Al Bahreya,Residential,A5,2596,507,300000,"28.629425, 48.359287",0,1,0,0,0,0,0,F/18.784-B/15.014,30,12,9,0,0,1,0,0,0,0,0,0,0,0,,
635,2022/10/05,Sabah Al Ahmed Al Bahreya,Residential,A5,2585,636,370000,"28.628464, 48.357859",0,1,0,0,0,0,0,21.20,30,10,9,0,0,1,0,0,0,0,0,0,0,0,,
636,2022/10/06,Sabah Al Ahmed Al Bahreya,Residential,A1,858,545,165000,"28.647763, 48.366706",1,0,0,0,0,0,0,16,34.0625,6,0,0,0,0,0,0,0,0,0,0,0,0,,
637,2022/10/06,Sabah Al Ahmed Al Bahreya,Residential,A1,859,544,165000,"28.647902, 48.366691",1,0,0,0,0,0,0,16,34.0625,6,0,0,0,0,0,0,0,0,0,0,0,0,,
638,2022/10/06,Sabah Al Ahmed Al Bahreya,Residential,A1,860,544,165000,"28.648069, 48.366721",1,0,0,0,0,0,0,16,34.0625,6,0,0,0,0,0,0,0,0,0,0,0,0,,
639,2022/10/10,Sabah Al Ahmed Al Bahreya,Residential,A5,1991,600,320000,"28.649649, 48.340056",0,1,0,0,0,0,0,15.61,38.45,8,15,0,0,1,0,0,0,0,0,0,0,0,,
640,2022/10/09,Sabah Al Ahmed Al Bahreya,Residential,A3,4004,480,340000,"28.658221, 48.343466 ",0,1,0,0,0,0,0,16,30,7,11,0,0,0,0,0,0,0,0,0,0,0,,
641,2022/10/11,Sabah Al Ahmed Al Bahreya,Residential,A5,4378,493,310000,"28.640213, 48.382992",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
642,2022/10/12,Rumaithiya,Residential,2,16,1000,850000,"29.311795, 48.066084",1,0,0,0,1,0,1,20,50,4,0,5,0,0,1,2,0,1965,0,0,0,22,,
643,2022/10/13,Sabah Al Ahmed Al Bahreya,Residential,A5,2597,507,300000,"28.629425, 48.359287",0,1,0,0,0,0,0,F/18.784-B/15.014,30,12,9,0,0,1,0,0,0,0,0,0,0,0,,
644,2022/10/31,Sabah Al Ahmed Al Bahreya,Residential,A5,4379,493,310000,"28.640213, 48.382992",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
645,2022/11/01,Sabah Al Ahmed Al Bahreya,Residential,A3,3300,545,500000,"28.677931, 48.340445",0,1,0,0,0,0,0,F/15.03-B/18.97,31.41,7,15,0,0,1,1,2,0,2016,0,0,0,3300,,
646,2022/11/14,Zahra,Residential,2,593,400,570000,"29.283354, 47.998320",1,0,0,0,1,0,0,16,25,7,0,0,0,0,0,0,0,0,0,0,0,0,,
647,2022/11/17,Sabah Al Ahmed Al Bahreya,Residential,A1,497,1396,320000,"28.643006, 48.371216",0,1,0,0,0,0,0,16,87.25,7,15,0,0,1,0,0,0,0,0,0,0,0,,
648,2022/11/23,Sabah Al Ahmed Al Bahreya,Residential,A1,1334,1054,230000,"28.663536, 48.362751",1,0,0,0,1,0,0,21,50.19,5,0,0,0,0,0,0,0,0,0,0,0,0,,
649,2022/11/30,Sabah Al Ahmed Al Bahreya,Residential,A5,2659,498,328674,"28.632634, 48.363603",0,1,0,0,0,0,0,F/16.51-B/19.05,29.95,9,11,0,0,1,0,0,0,0,0,0,0,0,,
650,2022/12/12,Sabah Al Ahmed Al Bahreya,Residential,A5,2708,644,320000,"28.623470, 48.362159",0,1,0,0,0,0,0,F/20.23-B/15.35,36.20,11,9,0,0,1,0,0,0,0,0,0,0,0,,
651,2023/01/24,Sabah Al Ahmed Al Bahreya,Residential,A5,2715,644,340000,"28.622578, 48.363111",0,1,0,0,0,0,0,F/20.23-B/15.35,36.20,11,9,0,0,1,0,0,0,0,0,0,0,0,,
652,2023/03/02,Dasma,Residential,5,168,500,560000,"29.359032, 48.003852",1,0,0,0,0,0,0,20,25,4,0,0,0,0,1,1,0,1982,0,0,0,0,,
653,2023/03/07,EGAILA,Residential,1,554,400,386400,"29.180714, 48.107163",1,0,0,0,0,0,0,16,25,4,0,0,0,0,1,2,0,2005,0,0,0,0,,
654,2023/03/21,Sabah Al Ahmed Al Bahreya,Residential,A5,2852,507,292000,"28.614475, 48.364040",0,1,0,0,0,0,0,F/18.78-B/15.025,30,11,15,0,0,1,0,0,0,0,0,0,0,0,,
655,2023/03/29,Sabah Al Ahmed Al Bahreya,Residential,A1,858,545,190000,"28.647763, 48.366706",1,0,0,0,0,0,0,16,34.0625,6,0,0,0,0,0,0,0,0,0,0,0,0,,
656,2023/04/04,BAYAN,Residential,4,142,300,340000,"29.304382, 48.053884",0,1,0,0,1,1,0,12,25,5,2,4,0,0,1,2,0,1993,0,0,0,0,,
657,2023/04/11,Abu Ftaira,Residential,7,258,400,530000,"29.187904, 48.102047",1,0,0,0,0,0,0,16,25,4,0,0,0,0,1,2.5,0,2015,0,0,1,16,,
658,2023/04/12,Sabah Al Ahmed Al Bahreya,Residential,A5,4815,479,195000,"28.606604, 48.344983",0,1,0,0,1,0,0,F/15-B/17.39,29.58,6,11,0,0,0,0,0,0,0,0,0,0,0,,
659,2023/04/17,Sabah Al Ahmed Al Bahreya,Residential,A5,3657,494,500000,"28.618076, 48.348804",0,1,0,0,0,0,0,15,32.92,11,25,0,0,1,1,3,0,2022,0,0,0,3657,,
660,2023/05/15,Sabah Al Ahmed Al Bahreya,Residential,A5,3440,552,290000,"28.620612, 48.351884",0,1,0,0,0,0,0,F/16.05-B/20.145,30.50,11,14,0,0,1,0,0,0,0,0,0,0,0,,
661,2023/05/16,Sabah Al Ahmed Al Bahreya,Residential,A5,2594,503,290000,"28.629309, 48.358936",0,1,0,0,0,0,0,F/17.67-B/17.87,30,9,11,0,0,1,0,0,0,0,0,0,0,0,,
662,2023/05/18,Sabah Al Ahmed Al Bahreya,Residential,A5,2714,644,340000,"28.622725, 48.363015",0,1,0,0,0,0,0,F/15.35-B/20.23,36.20,11,14,0,0,1,0,0,0,0,0,0,0,0,,
663,2023/05/18,Sabah Al Ahmed Al Bahreya,Residential,A4,1737,600,720000,"28.651570, 48.351214",0,1,0,0,0,0,0,F/19.96-B/15.45,33,25,12,0,0,1,1,3,0,2022,0,0,0,1373,,
664,2023/05/21,Sabah Al Ahmed Al Bahreya,Residential,A5,2615,500,310000,"28.627597, 48.360948",0,1,0,0,0,0,0,F/18.86-B/15.15,29.40,11,11,0,0,1,0,0,0,0,0,0,0,0,,
665,2023/06/01,Sabah Al Ahmed Al Bahreya,Residential,A5,4499,518,210000,"28.609443, 48.354993",0,1,0,0,0,0,0,F/18.93-B/18.95,29.46,11,14,0,0,0,0,0,0,0,0,0,0,0,,
666,2023/06/05,Sabah Al Ahmed Al Bahreya,Residential,A5,3439,592,290000,"28.620578, 48.352091",0,1,0,0,0,0,0,F/16.05-B/20.145,30.50,11,14,0,0,1,0,0,0,0,0,0,0,0,,
667,2023/06/13,Sabah Al Ahmed Al Bahreya,Residential,A5,4285,713,500000,"28.634882, 48.374228",0,1,0,0,0,0,0,15.01,47.50,11,11,0,0,1,0,0,0,0,0,0,0,0,,
668,2023/06/21,Sabah Al Ahmed Al Bahreya,Residential,A2,189,1245,900000,"28.674356, 48.371068",0,1,0,0,0,0,0,16,76,10,7,0,0,1,1,1,0,2019,0,0,0,189,,
669,2023/06/25,Sabah Al Ahmed Al Bahreya,Residential,A3,1701,619,380000,"28.662954, 48.342498",0,1,0,0,0,0,0,20.02,30.91,7,8,0,0,1,0,0,0,0,0,0,0,0,,
670,2023/07/04,Sabah Al Ahmed Al Bahreya,Residential,A5,3659,494,510000,"28.617874, 48.348578",0,1,0,0,0,0,0,15,32.92,11,11,0,0,1,1,2,0,2022,0,0,0,3659,,
671,2023/07/04,Sabah Al Ahmed Al Bahreya,Residential,A5,3660,494,510000,"28.617874, 48.348578",0,1,0,0,0,0,0,15,32.92,11,11,0,0,1,1,2,0,2022,0,0,0,3660,,
672,2023/07/09,BAYAN,Residential,9,15,300,445000,"29.295847, 48.050605",1,0,0,0,1,0,1,12,25,3,0,0,4,0,2,2,0,1993,0,0,0,53,,
673,2023/07/16,Sabah Al Ahmed Al Bahreya,Residential,A3,2879,464,610000,"28.663743, 48.342482",0,1,0,0,0,0,0,F/18.53-B/16.83,30.96,6,14,0,0,1,1,3,0,2021,0,0,0,2879,,
674,2023/07/18,DAIYA,Residential,3,12,400,470000,"29.350732, 48.012829",1,0,0,1,0,0,1,20,16,3,5,0,13,0,1,2,0,1975,1,0,0,9,,
675,2023/07/31,Mishrif,Residential,3,46,750,680000,"29.279482, 48.076199",1,0,0,0,0,0,0,20,37.5,3,0,0,0,0,0,0,0,2003,0,0,0,36,,
676,2023/08/06,Sabah Al Ahmed Al Bahreya,Residential,A3,2934,534,620000,"28.659048, 48.338181",0,1,0,0,0,0,0,16.22,32.92,7,14,0,0,1,1,3,0,2021,0,0,0,2934,,
677,2023/08/08,Sabah Al Ahmed Al Bahreya,Residential,A5,4385,493,300000,"28.639840, 48.381929",0,1,0,0,0,0,0,F/16.25-B/15,31.15,12,12,0,0,0,0,0,0,0,0,0,0,0,,
678,2023/08/09,KIFAN,Residential,1,378,325,500000,"29.337907, 47.969172",1,0,0,0,0,0,0,13,25,4,0,0,0,0,0,0,0,2000,0,0,0,31,,
679,2023/08/09,Sabah Al Ahmed Al Bahreya,Residential,A5,4381,493,300000,"28.640065, 48.382618",0,1,0,0,0,0,0,F/16.25-B/15.40,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
680,2023/08/09,Sabah Al Ahmed Al Bahreya,Residential,A5,4382,493,300000,"28.639994, 48.382375",0,1,0,0,0,0,0,F/16.25-B/15.40,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
681,2023/08/20,Sabah Al Ahmed Al Bahreya,Residential,A5,4380,493,300000,"28.640130, 48.382737",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
682,2023/08/23,Sabah Al Ahmed Al Bahreya,Residential,A5,4383,493,300000,"28.640013, 48.382300",0,1,0,0,0,0,0,F/16.25-B/15.40,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
683,2023/08/30,Sabah Al Ahmed Al Bahreya,Residential,A5,4287,713,600000,"28.635099, 48.374421",0,1,0,0,0,0,0,15.01,47.50,11,11,0,0,1,0,0,0,0,0,0,0,0,,
684,2023/08/30,Sabah Al Ahmed Al Bahreya,Residential,A5,4286,713,600000,"28.634976, 48.374389",0,1,0,0,0,0,0,15.01,47.50,11,11,0,0,1,0,0,0,0,0,0,0,0,,
685,2023/09/02,ADAILIYA,Residential,2,151,750,1350000,"29.320840, 47.981064",1,0,0,0,0,0,0,25,30,5,0,0,0,0,0,0,0,0,0,0,0,0,,
686,2023/09/05,Sabah Al Ahmed Al Bahreya,Residential,A5,4384,493,300000,"28.639919, 48.382064",0,1,0,0,0,0,0,F/16.25-B/15.40,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
687,2023/09/07,Sabah Al Ahmed Al Bahreya,Residential,A5,4375,550,310000,"28.640305, 48.384671",0,1,0,0,0,0,0,F/16-B/15.71,31.15,9,11,0,0,1,0,0,0,0,0,0,0,0,,
688,2023/09/10,Sabah Al Ahmed Al Bahreya,Residential,A5,2692,550,405000,"28.622555, 48.359567",0,1,0,0,0,0,0,F/17.99-B/36.25,18.15,9,12,0,0,1,0,0,0,0,0,0,0,0,,
689,2023/09/10,DAIYA,Residential,3,50 ك,400,485000,"29.355171, 48.012467",1,0,0,0,0,0,0,16,25,3,0,0,0,0,1,2,0,0,0,0,0,9,,
690,2023/09/10,Sabah Al Ahmed Al Bahreya,Residential,A5,4377,493,300000,"28.640253, 48.383233",0,1,0,0,0,0,0,F/15.40-B/16.48,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
691,20233/09/17,Sabah Al Ahmed Al Bahreya,Residential,A5,4356,534,320000,"28.639289, 48.387675",0,1,0,0,1,0,0,17,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
692,2023/09/17,Sabah Al Ahmed Al Bahreya,Residential,A5,4375,534,310000,"28.639355, 48.387562",0,1,0,0,0,0,0,17,31.15,6,15,0,0,1,0,0,0,0,0,0,0,0,,
693,2023/10/12,Sabah Al Ahmed Al Bahreya,Residential,A5,3732,495,530000,"28.613411, 48.351917",0,1,0,0,0,0,0,F/15.964-B/19.774,27.72,11,11,0,0,1,1,2,0,2022,0,0,0,3732,,
694,2023/10/25,Zahra,Residential,2,242,500,590000,"29.283229, 47.996785",1,0,0,0,0,0,0,20,25,4,0,0,0,0,1,3,0,2006,0,0,0,10,,
695,2023/11/06,Sabah Al Ahmed Al Bahreya,Residential,A2,168,1344,860000,"28.674696, 48.373191",0,1,0,0,0,0,0,F/40.2-B/19.46,97.06/19.46,7,11,0,0,1,1,2,0,2022,0,0,0,168,,
696,2023/11/16,Sabah Al -Salem,Investment building,1,173,875,2150000,"29.263456, 48.081997",1,0,0,0,0,0,0,25,35,12,0,0,0,0,1,12,1,2018,0,0,1,45,11380,
646,2023/11/30,Fnaitees,Residential,2,155,400,610000,"29.225506, 48.085803",1,0,0,0,0,0,0,16,25,5,0,0,0,0,1,3,0,2018,0,0,1,31,3200,
647,2023/12/03,Sabah Al Ahmed Al Bahreya,Residential,A5,1170,640,340000,"28.640188, 48.384345",0,1,0,0,0,0,0,20.1,31.15,15,9,0,0,1,0,0,0,0,0,0,0,0,,
648,2023/12/05,Sabah Al Ahmed Al Bahreya,Residential,A5,3995,497,520000,"28.611030, 48.344403",0,1,0,0,0,0,0,F/19.35-B/15.52,28.51,13,11,0,0,1,1,3,0,2022,0,0,0,3995,,
649,2023/12/06,Sabah Al Ahmed Al Bahreya,Residential,A5,4385,534,310000,"28.639854, 48.381983",0,1,0,0,0,0,0,F/16.25-B/15.40,31.25,13,11,0,0,1,0,0,0,0,0,0,0,0,,
650,2024/01/02,Sabah Al Ahmed Al Bahreya,Residential,A5,3824,590,300000,"28.603740, 48.354640",0,1,0,0,0,0,0,17.20,34.30,12,10,0,0,1,0,0,0,0,0,0,0,0,,
651,2024/01/21,Sabah Al Ahmed Al Bahreya,Residential,A2,209,1500,630000,"28.673665, 48.367711",0,1,0,0,0,0,0,F/24.87-B/16,73.28,7,30,0,0,1,1,2.5,0,2019,0,0,0,209,,
652,2024/01/23,FAIHA,Residential,7,145,500,680000,"29.333541, 47.974759",1,0,0,0,0,0,0,25,20,3,0,0,0,0,1,2,0,2000,0,0,0,4,,
653,2024/01/07,Jabriya,Residential,5,544 أ,375,650000,"29.314035, 48.025860",0,0,1,0,0,0,1,25,15,15,0,0,3,0,1,3,0,2016,0,0,0,1,,
654,2024/01/08,SURRA,Residential,1,128,997.5,1650000,"29.317484, 48.008641",0,1,0,0,0,1,1,25,39.90,9,15,0,0,0,1,1,1,0,2022,0,0,13,,
655,2024/01/08,Salmiya,Residential,12,382,600,420000,"29.320559, 48.053301",1,0,0,0,0,0,0,15,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,
